x	y	clickSelects
-0.0775427880316399	1.81695487248713	28
-0.04796079172669	0.630578091923318	441
-0.0964658160637799	0.900023176395063	304
-0.0863945314802601	0.752310230289388	83
-0.0463148642423401	0.642741413337426	83
-0.08784253815345	0.75331216950867	91
0.01756816493844	0.542987717651751	7
0.0161723758621699	0.544237689615947	7
0.02105274438352	0.541318295208866	1442
-0.08922155068093	1.29876277155794	99
-0.04691857698645	0.641920679502866	3
0.0634210159309501	0.952727533644966	441
-0.0505719407454299	0.636785891476019	83
0.01698997561288	0.537947778137258	83
-0.0921589686222299	0.902498018189535	83
0.0155921614986601	0.539157585636164	1442
-0.0492735262322499	0.637822490018349	7
-0.10617583087328	1.03130957361182	99
0.0744465873762199	1.63951040963928	99
0.06821047019765	0.957409308952987	304
-0.04865264836511	0.630303215082772	304
0.01537488117125	0.53493154168956	6
0.0175951910126799	0.534219174150947	88
0.0811971969042999	1.52827332578653	99
0.00899161678075	1.217966291432	99
-0.0927016310687301	0.900839635278658	304
0.0168592953305899	0.54428495837387	304
0.02105274438352	0.541318295208866	83
0.0154845195617099	0.542796260351392	293
0.01960408520372	0.532095108445791	123
0.0190348506578899	0.544915109346076	604
-0.0309509358028199	1.95550395789527	28
-0.04898852401129	0.632333461417913	91
0.01468916500227	0.538325141136017	723
0.01308374314385	0.535890023428446	6
0.0228047488676799	0.536808350878978	147
0.00953901293877002	1.21968782170271	3
-0.09580583020911	1.28456736166342	441
0.0168592953305899	0.54428495837387	83
-0.04996965822613	0.637596386975515	7
0.01490470104039	0.537745634377048	7
0.0154845195617099	0.542796260351392	7
0.0154845195617099	0.542796260351392	6
0.0204741108022499	0.545147475204001	38
0.0109988085433499	2.17191790887305	28
0.01282839207758	1.23199717181443	83
-0.05076077318963	0.629099461365254	950
0.01598529392917	0.538019806190305	6
0.01490470104039	0.537745634377048	569
-0.08099785370975	0.757607531877404	99
0.0177088983359499	0.534271641364828	99
-0.04865264836511	0.630303215082772	6
-0.05136217524771	0.633802666431708	81
0.05808454708228	0.93949022314034	304
0.01975493617444	0.545870640727711	83
0.0605803288210001	0.944850360706759	91
0.0161723758621699	0.544237689615947	7
-0.080402354479	0.755697628807965	7
0.0154845195617099	0.542796260351392	7
0.01107086258891	0.536676705386976	252
0.10224387072066	1.38668007494662	28
0.05688955699427	2.21166573767144	99
0.0181461032622099	0.539183097863299	414
-0.09768525545284	0.900145307711401	6
-0.0870317407782899	0.744449718882084	38
-0.04137371608753	0.634009611253144	38
0.0297983117809699	0.514066398932122	88
-0.0509831792291999	0.637710715935114	81
-0.04388242378799	0.633096218620687	81
0.02338433366604	0.541781692948465	147
-0.10201155622121	0.88775531154448	3
-0.0523709527734	0.634652736516412	304
-0.04511511169524	0.628425276150726	304
-0.0848620112826099	0.748761949214332	83
0.01743963238372	0.540452730302901	83
-0.0929118693036299	0.740135058184623	83
0.0103534357850401	0.53525164055728	251
-0.08292400562583	0.761600882219431	6
0.01598529392917	0.538019806190305	88
-0.09350477824444	1.03701361816009	99
-0.0812004389041601	1.61719728775241	28
-0.0925105154764301	1.03902423224524	28
-0.09518237681492	1.02677915549424	28
-0.1043933644339	1.03239336238164	99
-0.100389772317	0.88962397207818	441
0.0154845195617099	0.542796260351392	304
-0.0920448619582399	1.0354645289849	83
0.0181461032622099	0.539183097863299	83
0.0155921614986601	0.539157585636164	825
0.0228047488676799	0.536808350878978	7
0.01889173800139	0.537357192494017	6
0.01479573066551	0.538668938865093	6
-0.0509831792291999	0.637710715935114	6
0.0218010526474599	0.529023714887053	88
0.0168592953305899	0.54428495837387	88
0.0154845195617099	0.542796260351392	88
0.0196129811958301	0.541081832282185	147
0.0507241630728801	1.72730574700866	28
-0.10999948071315	0.856179028501344	99
0.0018764705788501	1.21857264727199	99
0.01455453758669	0.53778452095438	3
-0.05453664603653	0.628322810274307	99
-0.0980643142439499	1.03636803262093	194
0.01107086258891	0.536676705386976	7
-0.0517648597415199	0.631307587026493	211
-0.0815574920084801	0.766354960322135	88
-0.04033871574825	0.633596936725824	162
0.0652851297296899	0.949712293781774	99
-0.0498761069159299	0.637011626058876	99
-0.0557417780891201	0.625149284146082	99
0.0257971534032699	1.08801108126056	3
-0.04752257657169	0.635763847257323	441
-0.08857009688671	0.752990208430753	91
0.01527037832677	0.538718320722548	7
0.01455453758669	0.53778452095438	6
0.0232332059809599	1.08260406455031	6
0.0204741108022499	0.545147475204001	6
0.00128444646453008	1.20036268136608	38
-0.08349414984239	0.755660293817295	88
-0.05393080174446	0.632794280166225	1294
-0.00906493000712993	1.46857885578166	28
-0.10079173502096	0.881426948293013	99
-0.02007708062266	2.07111903195013	1075
-0.08480611442155	1.50613840464665	441
0.01743963238372	0.540452730302901	83
-0.0817380712950999	0.762713940172383	7
0.0190348506578899	0.544915109346076	6
-0.00288872314101996	1.33752879388559	6
0.02570357474344	1.08319103991524	6
0.02338433366604	0.541781692948465	38
-0.05126785976451	0.635525561920682	88
0.02396366620361	0.538033709670239	1294
-0.0505719407454299	0.636785891476019	81
0.04945504672594	1.83678621494302	99
0.0232451624152401	0.537871829171885	83
0.0220867513388401	0.536646686143017	83
-0.0288397059593499	1.65633018787943	91
0.04724058147351	1.72796209365417	91
0.01889173800139	0.537357192494017	6
-0.0323112395746701	2.17810041298402	28
-0.09750646110479	1.04020581333495	28
-0.05006417571142	0.631584306445599	99
0.0167523167875401	0.540402083497145	7
-0.00719758400981996	1.34251333216714	6
-0.0550484780572	0.625968555534213	38
0.12487619914649	2.15373948181765	28
-0.00650548302266008	1.33329241300241	421
-0.10376487325795	0.880966265486869	441
0.11314242824142	1.42557153877943	83
-0.08026989908385	0.755597778607341	83
-0.0859343332599001	1.39791042849124	83
-0.04996965822613	0.637596386975515	85
0.01698997561288	0.537947778137258	38
0.0330348975013199	1.93985753787097	99
0.0678495589957899	1.64626188165054	441
-0.0963826867491699	1.37633445527706	1109
0.01165112175549	0.537068832662299	83
0.01537488117125	0.53493154168956	83
