fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#686868	0.5	5	0.375	0.625	2.5	7.5
#8D8D8D	0.25	5	0.125	0.375	2.5	7.5
#040404	0.25	0	0.125	0.375	-2.5	2.5
#141414	0.5	0	0.375	0.625	-2.5	2.5
#090909	-0.25	0	-0.375	-0.125	-2.5	2.5
#151515	-0.5	0	-0.625	-0.375	-2.5	2.5
#222222	0.75	0	0.625	0.875	-2.5	2.5
#303030	-1.25	0	-1.375	-1.125	-2.5	2.5
#373737	1.25	0	1.125	1.375	-2.5	2.5
#232323	1	0	0.875	1.125	-2.5	2.5
#2F2F2F	-1	0	-1.125	-0.875	-2.5	2.5
#1B1B1B	-0.75	0	-0.875	-0.625	-2.5	2.5
#343434	1.5	0	1.375	1.625	-2.5	2.5
#3D3D3D	-1.5	0	-1.625	-1.375	-2.5	2.5
#595959	-2.25	0	-2.375	-2.125	-2.5	2.5
#434343	1.75	0	1.625	1.875	-2.5	2.5
#616161	2.25	0	2.125	2.375	-2.5	2.5
#2A2A2A	2	0	1.875	2.125	-2.5	2.5
#3A3A3A	2.75	0	2.625	2.875	-2.5	2.5
#6E6E6E	-3.75	0	-3.875	-3.625	-2.5	2.5
#2A2A2A	-1.75	0	-1.875	-1.625	-2.5	2.5
#3A3A3A	-2.5	0	-2.625	-2.375	-2.5	2.5
#5D5D5D	3.5	0	3.375	3.625	-2.5	2.5
#4A4A4A	-3	0	-3.125	-2.875	-2.5	2.5
#4C4C4C	3.25	0	3.125	3.375	-2.5	2.5
#6F6F6F	4	0	3.875	4.125	-2.5	2.5
#767676	4.25	0	4.125	4.375	-2.5	2.5
#5C5C5C	-3.5	0	-3.625	-3.375	-2.5	2.5
#767676	-0.75	5	-0.875	-0.625	2.5	7.5
#BCBCBC	-5	5	-5.125	-4.875	2.5	7.5
#5C5C5C	-2	0	-2.125	-1.875	-2.5	2.5
#A7A7A7	4.5	0	4.375	4.625	-2.5	2.5
#858585	-0.25	5	-0.375	-0.125	2.5	7.5
#6A6A6A	-0.5	5	-0.625	-0.375	2.5	7.5
#747474	2.5	0	2.375	2.625	-2.5	2.5
#939393	-4.25	0	-4.375	-4.125	-2.5	2.5
#828282	-2.75	0	-2.875	-2.625	-2.5	2.5
#747474	0.75	5	0.625	0.875	2.5	7.5
